帧ID,数据集,化学式,完整化学式,体系原子数,构型标签,能量_eV,能量_eV_per_atom,力_最大模长_eV_per_A,力_RMS_eV_per_A,体积_Angstrom3,密度_Atom_per_Angstrom3,源文件,帧序号
Sb2Te3:01542,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-525.655788,-3.504372,1.381946,0.607597,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1542
Sb2Te3:01543,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-526.276665,-3.508511,1.080242,0.544731,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1543
Sb2Te3:01544,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-525.663131,-3.504421,1.240303,0.577731,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1544
Sb2Te3:01545,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-525.855113,-3.505701,1.313089,0.540732,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1545
Sb2Te3:01546,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-489.388634,-3.262591,2.440221,0.929772,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1546
Sb2Te3:01547,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-525.939286,-3.506262,1.144143,0.553661,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1547
Sb2Te3:01548,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-526.933483,-3.51289,1.280812,0.568951,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1548
Sb2Te3:01549,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-526.386522,-3.509243,1.649662,0.595562,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1549
Sb2Te3:01550,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-525.962683,-3.506418,1.274712,0.612372,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1550
Sb2Te3:01551,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-526.438832,-3.509592,1.691928,0.620715,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1551
Sb2Te3:01552,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-526.339079,-3.508927,2.164967,0.687532,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1552
Sb2Te3:01553,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-527.460755,-3.516405,1.354575,0.605732,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1553
Sb2Te3:01554,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-526.195138,-3.507968,1.654754,0.628252,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1554
Sb2Te3:01555,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-488.700407,-3.258003,2.668865,0.954594,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1555
Sb2Te3:01556,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-527.111026,-3.514074,1.139036,0.553035,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1556
Sb2Te3:01557,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-526.409059,-3.509394,1.649509,0.648079,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1557
Sb2Te3:01558,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-527.283462,-3.515223,1.101881,0.555272,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1558
Sb2Te3:01559,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-526.994821,-3.513299,1.056346,0.57625,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1559
Sb2Te3:01560,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-526.708987,-3.511393,1.312474,0.619072,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1560
Sb2Te3:01561,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-526.997368,-3.513316,1.240427,0.619328,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1561
Sb2Te3:01562,Sb2Te3,Sb2Te3,Sb80Te120,200,Sb2Te3_round2_add,-692.581242,-3.462906,1.537676,0.573532,8000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1562
Sb2Te3:01563,Sb2Te3,Sb2Te3,Sb80Te120,200,Sb2Te3_round2_add,-690.173857,-3.450869,1.144477,0.573516,7248.9734,0.02759,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1563
Sb2Te3:01564,Sb2Te3,Sb2Te3,Sb80Te120,200,Sb2Te3_round2_add,-692.481461,-3.462407,1.610405,0.579957,6843.0433,0.029227,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1564
Sb2Te3:01565,Sb2Te3,Sb2Te3,Sb80Te120,200,Sb2Te3_round2_add,-692.985162,-3.464926,1.390753,0.557369,6859.9702,0.029155,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1565
Sb2Te3:01566,Sb2Te3,Sb2Te3,Sb80Te120,200,Sb2Te3_round2_add,-693.346859,-3.466734,1.35523,0.54176,6797.0742,0.029424,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1566
Sb2Te3:01567,Sb2Te3,Sb2Te3,Sb80Te120,200,Sb2Te3_round2_add,-696.798047,-3.48399,1.616852,0.6428,6782.2357,0.029489,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1567
Sb2Te3:01568,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-525.889537,-3.50593,1.235119,0.550561,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1568
Sb2Te3:01569,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-528.886926,-3.525913,1.009859,0.466374,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1569
Sb2Te3:01570,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-528.868943,-3.525793,0.976116,0.50454,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1570
Sb2Te3:01571,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-486.999701,-3.246665,3.021266,1.020672,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1571
Sb2Te3:01572,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-522.133463,-3.48089,1.279786,0.577467,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1572
Sb2Te3:01573,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-524.331175,-3.495541,1.421373,0.594732,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1573
Sb2Te3:01574,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-526.263795,-3.508425,1.400337,0.552895,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1574
Sb2Te3:01575,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-525.645691,-3.504305,1.256282,0.571871,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1575
Sb2Te3:01576,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-525.632653,-3.504218,1.184069,0.578473,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1576
Sb2Te3:01577,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-525.202946,-3.501353,1.115252,0.619577,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1577
Sb2Te3:01578,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-524.93867,-3.499591,1.463154,0.580337,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1578
Sb2Te3:01579,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-526.872449,-3.512483,1.215138,0.542013,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1579
Sb2Te3:01580,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-525.545401,-3.503636,1.138784,0.575105,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1580
Sb2Te3:01581,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-526.780352,-3.511869,1.2448,0.593833,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1581
Sb2Te3:01582,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-526.450288,-3.509669,1.206756,0.60968,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1582
Sb2Te3:01583,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-526.592642,-3.510618,1.224521,0.597917,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1583
Sb2Te3:01584,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-526.513113,-3.510087,1.26889,0.56782,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1584
Sb2Te3:01585,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-497.757969,-3.318386,2.503041,0.810899,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1585
Sb2Te3:01586,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-527.501718,-3.516678,1.385278,0.574315,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1586
Sb2Te3:01587,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-526.376719,-3.509178,1.654259,0.571576,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1587
Sb2Te3:01588,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-527.237496,-3.514917,1.22645,0.590587,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1588
Sb2Te3:01589,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-526.93754,-3.512917,2.335616,0.597581,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1589
Sb2Te3:01590,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-490.399518,-3.26933,3.314993,0.99039,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1590
Sb2Te3:01591,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-496.916356,-3.312776,1.856491,0.799191,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1591
Sb2Te3:01592,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-526.633066,-3.510887,1.774777,0.669615,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1592
Sb2Te3:01593,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-526.964975,-3.5131,1.096375,0.577026,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1593
Sb2Te3:01594,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-527.266483,-3.51511,1.461848,0.596601,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1594
Sb2Te3:01595,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-527.169663,-3.514464,1.106373,0.586232,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1595
Sb2Te3:01596,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-526.246366,-3.508309,1.485639,0.622002,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1596
Sb2Te3:01597,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-527.159918,-3.514399,1.655102,0.570643,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1597
Sb2Te3:01598,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-526.430874,-3.509539,1.255236,0.586949,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1598
Sb2Te3:01599,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-527.751478,-3.518343,1.174176,0.592085,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1599
Sb2Te3:01600,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-526.754655,-3.511698,1.31721,0.571751,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1600
Sb2Te3:01601,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-499.831667,-3.332211,2.157044,0.886259,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1601
Sb2Te3:01602,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-527.23997,-3.514933,1.283727,0.58507,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1602
Sb2Te3:01603,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-526.505102,-3.510034,1.345724,0.601875,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1603
Sb2Te3:01604,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-527.543692,-3.516958,1.284239,0.527132,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1604
Sb2Te3:01605,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-498.855086,-3.325701,2.14861,0.779855,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1605
Sb2Te3:01606,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-501.988877,-3.346593,1.858347,0.811793,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1606
Sb2Te3:01607,Sb2Te3,Sb2Te3,Sb80Te120,200,Sb2Te3_round2_add,-686.90376,-3.434519,1.212283,0.551114,6953.8789,0.028761,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1607
Sb2Te3:01608,Sb2Te3,Sb2Te3,Sb80Te120,200,Sb2Te3_round2_add,-692.242588,-3.461213,1.224332,0.546956,6827.2158,0.029295,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1608
Sb2Te3:01609,Sb2Te3,Sb2Te3,Sb80Te120,200,Sb2Te3_round2_add,-692.471721,-3.462359,1.392857,0.545254,6839.4917,0.029242,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1609
Sb2Te3:01610,Sb2Te3,Sb2Te3,Sb80Te120,200,Sb2Te3_round2_add,-692.171862,-3.460859,1.159678,0.56133,6812.6483,0.029357,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1610
Sb2Te3:01611,Sb2Te3,Sb2Te3,Sb80Te120,200,Sb2Te3_round2_add,-692.62809,-3.46314,1.438643,0.534262,6785.3239,0.029475,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1611
Sb2Te3:01612,Sb2Te3,Sb2Te3,Sb80Te120,200,Sb2Te3_round2_add,-693.17146,-3.465857,1.241464,0.520155,6777.7995,0.029508,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1612
Sb2Te3:01613,Sb2Te3,Sb2Te3,Sb80Te120,200,Sb2Te3_round2_add,-694.195577,-3.470978,1.156241,0.563013,6777.6951,0.029509,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1613
Sb2Te3:01614,Sb2Te3,Sb2Te3,Sb80Te120,200,Sb2Te3_round2_add,-694.602277,-3.473011,1.570756,0.54852,6776.5756,0.029513,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1614
Sb2Te3:01615,Sb2Te3,Sb2Te3,Sb80Te120,200,Sb2Te3_round2_add,-694.644914,-3.473225,1.48621,0.540635,6700.5561,0.029848,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1615
Sb2Te3:01616,Sb2Te3,Sb2Te3,Sb80Te120,200,Sb2Te3_round2_add,-698.190574,-3.490953,2.043667,0.607597,6773.7319,0.029526,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1616
Sb2Te3:01617,Sb2Te3,Sb2Te3,Sb80Te120,200,Sb2Te3_round2_add,-695.264886,-3.476324,1.985986,0.667341,6762.923,0.029573,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1617
Sb2Te3:01618,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-491.093286,-3.273955,2.018316,0.828367,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1618
Sb2Te3:01619,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-525.457927,-3.503053,1.269585,0.580936,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1619
Sb2Te3:01620,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-528.292295,-3.521949,1.214386,0.533093,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1620
Sb2Te3:01621,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-528.442786,-3.522952,1.141958,0.522626,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1621
Sb2Te3:01622,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-527.651773,-3.517678,1.326426,0.579831,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1622
Sb2Te3:01623,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-523.07287,-3.487152,2.069159,0.620056,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1623
Sb2Te3:01624,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-525.699022,-3.50466,1.22686,0.536087,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1624
Sb2Te3:01625,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-525.870443,-3.505803,1.126476,0.546361,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1625
Sb2Te3:01626,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-526.649029,-3.510994,1.209562,0.576173,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1626
Sb2Te3:01627,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-489.6383,-3.264255,2.635245,0.922451,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1627
Sb2Te3:01628,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-526.341655,-3.508944,1.185753,0.545223,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1628
Sb2Te3:01629,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-525.896363,-3.505976,1.13504,0.554972,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1629
Sb2Te3:01630,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-526.295789,-3.508639,1.221488,0.542246,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1630
Sb2Te3:01631,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-525.502908,-3.503353,1.834505,0.614488,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1631
Sb2Te3:01632,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-525.821049,-3.505474,1.325179,0.54422,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1632
Sb2Te3:01633,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-525.15752,-3.50105,1.437613,0.60035,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1633
Sb2Te3:01634,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-525.927265,-3.506182,1.418781,0.568234,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1634
Sb2Te3:01635,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-526.342284,-3.508949,1.22322,0.571809,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1635
Sb2Te3:01636,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-526.731216,-3.511541,1.281099,0.578151,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1636
Sb2Te3:01637,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-489.400964,-3.262673,3.024464,1.015435,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1637
Sb2Te3:01638,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-526.195276,-3.507969,1.434021,0.582955,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1638
Sb2Te3:01639,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-527.471255,-3.516475,1.430672,0.592553,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1639
Sb2Te3:01640,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-526.654918,-3.511033,2.256982,0.672272,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1640
Sb2Te3:01641,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-527.390138,-3.515934,1.173916,0.532529,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1641
Sb2Te3:01642,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-526.893601,-3.512624,1.160296,0.532598,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1642
Sb2Te3:01643,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-527.212223,-3.514748,1.367196,0.550979,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1643
Sb2Te3:01644,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-527.440598,-3.516271,1.049882,0.547664,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1644
Sb2Te3:01645,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round2_add,-525.871437,-3.50581,1.771506,0.642983,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1645
Sb2Te3:01646,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round3_add,-523.976227,-3.493175,1.991513,0.740879,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1646
Sb2Te3:01647,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round3_add,-524.462825,-3.496419,1.545611,0.688333,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1647
Sb2Te3:01648,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round3_add,-523.753292,-3.491689,1.2053,0.628709,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1648
Sb2Te3:01649,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round3_add,-525.565587,-3.503771,1.420058,0.671476,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1649
Sb2Te3:01650,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round3_add,-525.286935,-3.501913,1.421467,0.643021,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1650
Sb2Te3:01651,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round3_add,-525.056169,-3.500374,1.390557,0.657098,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1651
Sb2Te3:01652,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round3_add,-525.6414,-3.504276,1.328399,0.629094,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1652
Sb2Te3:01653,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round3_add,-526.438179,-3.509588,1.413552,0.634624,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1653
Sb2Te3:01654,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round3_add,-526.311822,-3.508745,1.508237,0.659538,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1654
Sb2Te3:01655,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round3_add,-525.526439,-3.50351,1.436199,0.646348,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1655
Sb2Te3:01656,Sb2Te3,Sb2Te3,Sb60Te90,150,Sb2Te3_round3_add,-526.34321,-3.508955,1.33671,0.612706,6000.0,0.025,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1656
Sb2Te3:01657,Sb2Te3,Sb2Te3,Sb80Te120,200,Sb2Te3_round3_add,-694.989166,-3.474946,1.254771,0.518248,6719.3996,0.029765,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1657
Sb2Te3:01658,Sb2Te3,Sb2Te3,Sb80Te120,200,Sb2Te3_round3_add,-693.462838,-3.467314,1.229449,0.544747,6709.2378,0.02981,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1658
Sb2Te3:01659,Sb2Te3,Sb2Te3,Sb80Te120,200,Sb2Te3_round3_add,-694.014147,-3.470071,1.418542,0.553769,6722.641,0.02975,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1659
Sb2Te3:01660,Sb2Te3,Sb2Te3,Sb80Te120,200,Sb2Te3_round3_add,-695.13218,-3.475661,1.208824,0.559811,6716.7456,0.029776,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1660
Sb2Te3:01661,Sb2Te3,Sb2Te3,Sb80Te120,200,Sb2Te3_round3_add,-695.23971,-3.476199,2.110627,0.632716,6759.1381,0.02959,data/MLIP_training_data_DFT_labeled/Sb2Te3.xyz,1661
